name,email,standard,gender,avg_sat_score,avg_pat_score,attendance,category
Michael Murray,armstrongjulie@king.org,10,Male,42.5,39.0,74.0,Low
Nicholas Cooper,jamieharris@stephens.com,11,Male,88.2,23.9,78.7,Low
Thomas Bush,stephaniegonzalez@gmail.com,8,Female,56.5,35.1,100.0,Low
Michael Perez,tgordon@watts-walls.com,10,Male,83.8,38.3,85.6,Medium
Danny Huerta,anthonypoole@gmail.com,10,Female,91.7,37.5,85.5,Medium
Charles Hopkins,kirbymary@white-smith.biz,10,Male,100.0,39.5,75.2,Medium
Mrs. Brandy Murillo,mary49@morton-martin.biz,8,Female,68.2,32.2,91.7,Medium
Robert Salas,tracie85@hotmail.com,8,Male,71.9,25.2,97.0,Low
Dr. Christopher Rush Jr.,uhendrix@schroeder-perez.biz,10,Male,71.2,27.7,82.6,Low
Christine Tran,harrybrown@bryant-savage.org,10,Female,77.0,27.8,82.5,Low
Jenna Alvarez,yfry@blair-ballard.org,11,Male,71.6,40.2,90.5,Medium
Randy Hardy,klinemelanie@sanchez.com,8,Male,59.4,50.0,91.1,Low
Barry Turner,znunez@johns.com,12,Male,80.1,46.6,79.0,Medium
Kelly Barnes,prodgers@hotmail.com,8,Female,66.0,33.7,70.7,Low
Sean Ortiz,danielle46@gmail.com,8,Male,59.7,45.5,100.0,Low
Kaitlyn Bridges,stephanie49@mullins.org,8,Male,92.3,34.6,71.4,Low
Elizabeth Kirby,wkrause@daniel.com,11,Female,64.9,44.9,75.6,Medium
Morgan Gomez,elizabethmiller@gmail.com,11,Male,75.0,33.1,82.6,Medium
Amber Buck,marissahernandez@hotmail.com,8,Female,71.9,41.9,80.9,Medium
Eric Matthews,christopher77@hotmail.com,8,Male,73.3,40.6,90.2,Medium
Jennifer Price,seth08@martin-clark.com,12,Male,86.0,29.4,100.0,Low
Kelly Pena,carteranne@miller.org,9,Male,68.1,31.1,96.3,Medium
Richard Ibarra,tinasantiago@yahoo.com,10,Male,64.2,28.4,100.0,Low
Kyle Burns,victor11@mccall.com,8,Male,58.9,22.9,100.0,Low
Kevin Reed,susan91@morgan.org,10,Male,49.3,31.2,71.0,Low
Manuel Holmes,jason52@johnston.com,8,Female,66.3,47.6,83.5,Medium
Michael Herrera Jr.,randylong@hernandez-hughes.com,10,Male,75.2,27.6,80.5,Low
Samantha Nelson,andrea58@fisher-nelson.com,11,Male,86.6,44.3,90.6,High
Matthew Long,sean31@davis.com,11,Female,64.5,44.4,100.0,Medium
Jerry Green,joshua37@hoffman-huff.com,11,Male,57.7,39.9,95.3,Low
Toni Berry,davisscott@hotmail.com,10,Female,75.0,39.9,65.2,Low
Kenneth Tucker,joshuaanderson@gmail.com,8,Male,70.0,34.6,86.1,Medium
Erin Horton,miguel45@hotmail.com,9,Male,89.3,46.6,87.4,Medium
Melissa Hays MD,alexandraward@yahoo.com,12,Male,74.2,34.5,68.5,Low
Heather Brown,david24@lee.com,10,Male,68.3,27.9,74.4,Low
Christine Mcdonald,leonardnelson@hotmail.com,10,Male,42.3,43.0,85.7,Low
Patricia Gilbert,ble@hotmail.com,8,Female,74.3,38.9,91.5,Medium
Brian Sweeney,wardjoel@gmail.com,11,Male,67.9,41.4,90.2,Medium
Susan Bowen,maryanderson@wood.com,8,Female,65.9,39.1,90.3,Medium
Roger Fox,terri21@miller.biz,11,Male,61.7,35.5,89.5,Medium
Dr. Albert Reyes,ljohnson@maddox.info,9,Female,64.1,22.1,90.0,Low
Julie Parker,valeriecruz@hotmail.com,8,Male,52.6,28.7,88.8,Low
Robin Reynolds,vwilson@frank-torres.net,10,Female,76.3,30.8,73.1,Low
Karla Thomas,kyle11@lewis.biz,10,Female,66.2,30.4,100.0,Medium
Rhonda Newman MD,johnsonstephanie@hotmail.com,12,Female,95.6,42.4,92.3,High
Andrew Tucker,leeronald@martin.biz,12,Female,58.0,42.9,90.5,Low
Courtney Lewis,fletcherbrent@yahoo.com,12,Female,72.6,25.7,86.9,Low
John Mcdaniel,ydrake@gmail.com,10,Male,75.5,47.5,74.6,Low
Rebecca Weaver,ariel29@yahoo.com,10,Male,90.1,30.5,80.7,Medium
Dr. Linda Fisher,marc04@hotmail.com,12,Male,45.1,26.7,93.8,Low
Julie Nash,victoriamcbride@hernandez.com,12,Male,82.3,31.9,89.3,Medium
Christina Ferguson,pottermonica@yahoo.com,8,Male,59.3,32.8,75.4,Low
Barbara Carpenter,penny69@mcgrath.com,11,Female,75.8,33.3,73.8,Low
Lynn Cruz,hcastro@hotmail.com,11,Male,66.4,41.2,79.5,Medium
Joel Davis,abigailwebb@hardy.com,10,Female,65.0,39.1,91.5,Medium
Patrick Newton,qrodriguez@gmail.com,10,Male,78.6,34.8,79.2,Medium
Tim Johnson,colemanbridget@jones-buck.com,10,Female,54.3,32.8,100.0,Low
Sarah Griffin,brian87@martinez.com,12,Female,59.4,20.0,68.6,Low
Nicholas Hendrix,lmccoy@gmail.com,9,Male,92.0,20.2,94.2,Low
Timothy Carter,jessicarobinson@gmail.com,12,Female,61.6,28.7,89.3,Low
Geoffrey Coffey,robertslucas@yahoo.com,9,Female,57.7,32.8,88.2,Low
Stephanie Maynard,drew96@gmail.com,8,Male,63.9,27.1,83.5,Low
Daniel Brown,brendawilson@torres.org,9,Female,94.2,32.6,78.4,Medium
Christina Schultz,susan38@yahoo.com,12,Female,59.5,34.2,100.0,Low
Nicolas Fields,thorntonsamantha@duran.com,10,Female,62.5,35.1,96.1,Medium
Kevin Johnson,julie51@yahoo.com,9,Female,51.5,38.6,90.3,Low
Richard Gordon,phall@harris-wagner.com,12,Male,77.0,41.4,60.0,Low
Victoria Jones,hartedward@conner.info,10,Male,69.1,30.7,81.8,Medium
Taylor Hall,zshepard@gould-singh.com,9,Male,89.6,31.3,95.5,Medium
Jordan Scott,xhaney@dodson.com,9,Female,66.5,42.5,78.5,Medium
Jessica Cooley,danielle18@ramos.com,9,Female,86.8,34.1,84.2,Medium
Amy Choi,ahutchinson@hotmail.com,9,Female,67.2,27.8,77.8,Low
Jamie Allen,zwatson@yahoo.com,9,Male,75.1,27.6,89.6,Low
Edward Richard,evanskim@mcbride.com,10,Male,75.9,31.0,92.1,Medium
Brandon Glover,tweiss@gmail.com,9,Male,56.6,27.8,81.1,Low
Joanna Dawson,elizabeth13@yahoo.com,12,Female,81.1,29.3,85.3,Low
Austin Lee,vmiles@hotmail.com,10,Female,68.4,43.3,81.4,Medium
Terri Peters DDS,ggeorge@fisher-gallegos.info,11,Female,71.7,22.4,84.2,Low
Gloria Gutierrez,kevin05@cardenas.com,8,Female,62.4,37.4,81.4,Medium
Christopher Bailey,cunninghammallory@byrd.biz,12,Female,93.8,20.0,100.0,Low
Joseph Maxwell DDS,swilliams@yahoo.com,12,Female,80.4,49.1,97.8,High
Joseph Williams,helenclark@berry.com,12,Female,64.9,25.4,87.2,Low
Miss Kelsey Potter,moorevirginia@hotmail.com,11,Female,49.8,22.4,75.5,Low
Alexander Wright,joshuaherrera@yahoo.com,11,Female,72.7,35.3,100.0,Medium
Cynthia Johnson,danielvelez@miller.biz,11,Male,95.0,37.6,90.9,Medium
Justin Allen,brandygray@gmail.com,9,Female,50.3,35.7,94.0,Low
Dr. Christopher Gilmore,ebecker@hotmail.com,9,Female,54.7,39.5,87.5,Low
Lori Powell,brandonschultz@chapman.net,10,Female,88.4,30.6,63.1,Low
Ryan Jackson,heatherhughes@rivera.com,10,Male,51.5,50.0,80.7,Low
Joanna Mckay,sharon38@hotmail.com,8,Male,78.4,41.7,95.2,Medium
Angela Nichols,schroederadrian@sanchez-diaz.com,9,Male,70.9,32.7,79.3,Medium
Dylan Smith,ruben47@gmail.com,8,Male,66.3,35.6,78.7,Medium
Leslie Costa,debbiepeterson@carson.com,12,Female,59.7,26.2,89.5,Low
Elizabeth Flores,terriwhite@lane.com,8,Female,77.0,22.2,93.0,Low
Kirk Nielsen,taylor94@hotmail.com,11,Female,72.1,37.1,89.4,Medium
Maria Weaver,tiffany14@yahoo.com,12,Female,73.9,30.4,80.5,Medium
Kiara Diaz,karinaorozco@yahoo.com,10,Male,72.3,30.7,89.3,Medium
Deborah Barrett,rthompson@banks.org,10,Female,62.8,43.8,91.6,Medium
Bridget Owens,peter17@smith.org,10,Male,66.4,26.1,100.0,Low
Nathan Cooper,tthomas@yahoo.com,8,Male,61.4,26.7,100.0,Low
Troy Burns,jenny39@porter.com,9,Male,77.4,40.2,93.3,Medium
Michael Bradley,jacksonalexander@ramirez.com,8,Female,59.2,36.8,79.7,Low
Melissa Anderson,jessica09@ford.com,8,Male,97.9,48.8,74.5,Low
Brenda Lee,billy80@diaz.com,11,Female,73.2,34.9,85.5,Medium
Ryan Tyler DVM,kenneth92@ayala.com,10,Female,58.7,27.1,100.0,Low
Matthew Fitzgerald,gbrown@yahoo.com,8,Male,97.6,33.1,87.1,Medium
Jonathan Day,smithclayton@hodges.org,8,Female,56.2,28.0,75.6,Low
Cody Gardner,egraham@eaton.biz,8,Male,86.3,31.6,86.7,Medium
Justin Hughes,thomasjerry@ross.org,12,Male,74.5,25.0,88.9,Low
Daniel Morales,ochandler@yahoo.com,12,Female,57.5,23.9,69.0,Low
Matthew Jenkins,rickmann@hunter-johnson.com,9,Female,81.6,37.7,88.1,Medium
Christopher Davis,johnsonjason@gmail.com,9,Male,55.1,37.2,100.0,Low
Pamela Brown,nwiggins@yahoo.com,8,Female,72.9,41.9,89.4,Medium
Cynthia Smith,warrenisaac@barr-snyder.com,9,Male,69.9,39.4,76.2,Medium
Patrick Rogers,usandoval@gmail.com,8,Female,78.1,25.1,83.2,Low
Tyrone Garcia,kbarnes@mcgrath.com,12,Male,60.2,38.9,86.0,Medium
Katherine Hunter,brooke12@yahoo.com,9,Female,82.5,40.0,97.1,High
Stephen Rubio,mlee@yahoo.com,12,Female,92.2,41.6,99.8,High
Angela Chen,sboone@hotmail.com,12,Male,65.4,38.5,81.4,Medium
Nancy Gonzalez,jorge18@brown.com,10,Female,61.3,29.5,87.4,Low
Anna Watson,pearsonchristopher@hotmail.com,8,Male,65.9,23.5,72.5,Low
Jason Rodriguez,scott69@yahoo.com,9,Female,71.5,42.7,72.4,Low
Paul White,burgessanthony@gmail.com,9,Female,81.2,38.4,91.7,Medium
Melissa Sanford,christinasanchez@valdez-mora.com,10,Female,58.6,43.2,78.4,Low
Ashley Moore,jesuswise@yahoo.com,10,Male,67.8,50.0,82.9,Medium
Jordan Alvarado,anthony06@rogers-smith.org,12,Female,70.0,35.2,92.7,Medium
Katelyn Hunter,sheltonfrancisco@gmail.com,8,Male,83.7,29.3,84.1,Low
Steven Harper,xbruce@gmail.com,12,Female,81.3,37.8,83.8,Medium
Danielle Newman,tyleremily@freeman.com,8,Male,75.2,33.2,86.4,Medium
Ryan Meyers,simpsonallison@watson.com,10,Male,79.8,29.9,100.0,Low
Michael Thomas,jennifer50@solis-morris.net,8,Female,82.0,37.8,82.2,Medium
Kyle Grimes,grahamkaren@white.com,11,Female,48.4,32.5,72.1,Low
Kenneth Suarez,charlenesimmons@yahoo.com,9,Male,96.0,30.8,82.3,Medium
Cathy Gibbs,susanwells@gmail.com,11,Male,40.0,30.5,71.6,Low
Joseph Bridges,myerslance@novak-valenzuela.com,11,Male,58.2,26.2,84.2,Low
Austin Hunt,bsimmons@yahoo.com,11,Female,85.4,37.1,91.2,Medium
David Mccormick,kimberlyfarley@hotmail.com,9,Male,45.0,29.8,70.4,Low
Sabrina Lee,miguelramirez@lynch-collins.com,11,Female,92.7,22.3,72.5,Low
Aaron Reynolds,obender@hotmail.com,8,Female,81.2,33.3,67.0,Low
Matthew Johnson,ptodd@hotmail.com,9,Female,59.4,38.6,83.8,Low
Robert Newman,xcabrera@gomez.com,10,Female,79.1,30.5,100.0,Medium
Megan King,lewisjames@hotmail.com,8,Female,88.1,20.0,86.8,Low
Richard Hawkins,pottslori@grant-silva.com,10,Male,95.7,24.4,74.9,Low
Bonnie Weaver,lawrence86@hotmail.com,9,Male,72.7,36.4,100.0,Medium
Jimmy Green,cheryl49@parker-burnett.com,9,Male,69.7,40.2,84.0,Medium
Brandy Wolf,xdyer@hotmail.com,9,Male,67.0,34.0,74.2,Low
Brian Arroyo,vanessa71@yahoo.com,9,Female,85.9,39.4,100.0,Medium
John Daniels,kimmitchell@gmail.com,10,Male,55.2,30.0,80.9,Low
Lauren Cobb,jackiegibson@bowman.com,10,Male,59.3,34.6,87.1,Low
Andrew Riggs,brenda21@yahoo.com,9,Male,82.1,31.7,91.2,Medium
Miss Janice Jenkins,opowell@vincent.org,9,Female,64.2,38.7,90.2,Medium
Cory Marshall,joseph09@jones-yu.com,8,Female,65.4,35.8,89.0,Medium
Courtney Carr,kennethcox@gmail.com,9,Female,63.0,34.1,81.3,Medium
Tammy Gibbs,alexis21@hotmail.com,11,Female,62.3,24.5,94.0,Low
Matthew Thompson,christine50@garrett.net,8,Male,67.7,46.2,80.2,Medium
Justin Morris,ndavis@yahoo.com,11,Male,76.3,30.1,85.3,Medium
Kenneth Griffin,vdaugherty@cummings.com,11,Female,76.8,41.9,96.2,Medium
James Johnson,reginaldking@hotmail.com,8,Female,84.0,28.6,84.3,Low
Joshua Thompson,martinezerica@gibson-weaver.com,8,Male,70.9,37.7,74.8,Low
Christopher Jones,chapmanbrianna@roberts.biz,12,Female,65.4,41.5,85.1,Medium
Shannon Ellis,markcameron@johnson.net,12,Male,67.5,31.8,100.0,Medium
David Sanchez,mirandabryan@hotmail.com,10,Male,41.6,26.8,93.7,Low
Steven Cruz,echapman@mora.com,8,Female,51.2,40.1,88.3,Low
Alan Garrett,weavermichael@hotmail.com,9,Female,60.6,39.9,84.7,Medium
Ryan Johnson,michael70@peterson.com,11,Female,71.3,32.1,84.6,Medium
Melanie Cook,charles10@hotmail.com,9,Male,52.2,35.9,83.3,Low
Jennifer Avery,cblake@hotmail.com,11,Male,75.1,26.7,91.8,Low
Joseph Martin,ohodges@gmail.com,9,Female,64.9,34.9,91.9,Medium
Deanna Mann,iedwards@simpson-conley.com,12,Male,76.4,34.7,87.2,Medium
Sean Mccall,vacosta@hotmail.com,10,Female,74.4,47.5,91.6,Medium
Jessica Meyer,brandon98@patterson.com,11,Female,78.4,35.2,95.3,Medium
James Johnson,jeffreyserrano@banks-farrell.org,8,Male,84.9,34.7,94.5,Medium
Courtney Bailey,joelreed@yahoo.com,10,Male,78.0,29.2,86.6,Low
Scott Osborne,michael02@austin.info,10,Female,100.0,26.0,87.7,Low
Angelica Ponce,mspencer@davis.com,9,Female,40.0,42.9,84.4,Low
Robert Campbell,dbrown@hotmail.com,8,Female,73.7,50.0,99.9,Medium
Adam Flores,martinpatrick@yahoo.com,11,Female,76.2,33.2,77.3,Medium
Ariel Sanchez,mary35@hotmail.com,11,Male,71.2,42.4,95.8,Medium
Erica Brooks,larsenbrooke@yahoo.com,10,Male,83.0,43.2,85.8,Medium
Kara Jones,pauldavis@love.net,8,Female,85.7,36.0,91.2,Medium
Amanda Gonzales,clineryan@fletcher.com,11,Female,65.3,36.5,78.1,Medium
Bradley Obrien,tmiranda@flores-higgins.biz,12,Female,63.9,35.4,92.0,Medium
Mr. Jerry Mendez,lyoung@smith-fowler.com,8,Female,82.3,28.1,85.1,Low
Robert Thompson,kbeck@francis.com,11,Female,52.4,34.6,100.0,Low
Joyce Rivera,rebecca91@hotmail.com,11,Female,62.2,36.4,80.4,Medium
Kathy Kim,lskinner@hotmail.com,12,Male,56.4,34.9,77.3,Low
Jordan Moreno,andrew07@bradley.com,9,Female,74.8,35.6,83.7,Medium
Jeffrey Roberts,smithjessica@hotmail.com,9,Male,70.0,36.8,84.2,Medium
Ricardo Rice,hbuchanan@gmail.com,11,Female,72.4,30.3,88.5,Medium
Michael Preston,kristin37@hotmail.com,11,Male,61.0,41.3,89.2,Medium
Matthew Chambers,guerrerowendy@gmail.com,8,Female,78.0,20.0,83.9,Low
Brianna Silva DVM,hcarr@patterson-garrison.net,12,Male,71.9,29.4,92.9,Low
Stacy Brewer,hopkinsstephen@decker-kirby.info,9,Male,63.8,35.5,79.1,Medium
Ryan Hall,shelia01@yahoo.com,10,Male,72.4,38.5,79.2,Medium
Todd Wilson,robinsonjason@gibson-krause.com,9,Male,68.3,35.5,93.6,Medium
Jack Brock,sara79@hotmail.com,9,Male,83.9,35.6,69.6,Low
Brian Turner,davisdarin@hall.com,12,Female,84.1,28.5,98.8,Low
Angela Ramos,robertsmith@yahoo.com,11,Male,74.3,38.0,85.6,Medium
Chad Baldwin,kpatton@hotmail.com,9,Female,63.1,37.1,83.1,Medium
Lynn Brooks,joelgeorge@yahoo.com,10,Female,53.6,32.4,91.4,Low
Jerry Dunn,michaelthomas@yahoo.com,12,Female,75.9,50.0,91.0,Medium
Kristen Jacobs,alexisclark@yahoo.com,8,Female,78.6,38.6,78.9,Medium
Shelby Simmons,bmiller@gardner.com,11,Female,52.6,36.9,97.4,Low
Renee Levy,emma96@fitzgerald.biz,10,Male,75.2,21.5,77.0,Low
Brittany Gillespie,brett07@jones-wells.biz,9,Female,40.0,44.6,100.0,Low
Jennifer Lindsey,michael14@marshall.com,11,Female,73.2,29.7,79.3,Low
Patrick Marshall,colemandiana@yahoo.com,11,Female,47.6,39.5,96.4,Low
Kimberly Woodward,zthompson@morris-ramsey.com,9,Female,61.9,25.7,100.0,Low
Gabriel Tucker,tonitaylor@yahoo.com,11,Female,61.6,47.5,93.6,Medium
Jamie Palmer,ehunter@gmail.com,9,Male,61.0,30.5,87.1,Medium
Craig Owens,april78@gmail.com,9,Female,62.5,34.0,82.6,Medium
Jon Harris,hsantos@flores.com,9,Female,68.5,36.8,67.9,Low
David Smith,byrdamanda@gmail.com,9,Male,81.4,48.2,86.4,Medium
Jennifer Wallace,mcfarlandjenna@yahoo.com,11,Female,80.6,26.1,93.5,Low
Jeffrey Schroeder,christopher68@gmail.com,8,Male,66.6,28.1,85.0,Low
Denise Turner,mreynolds@guerrero-wall.com,10,Male,45.4,21.8,67.0,Low
Roger Clayton,katherine25@harris.biz,12,Female,77.4,27.4,98.5,Low
Dr. Kimberly Thompson PhD,larry59@yahoo.com,10,Male,77.4,26.7,73.4,Low
Ryan Brown,joshuadaniels@holt.com,9,Male,69.2,35.2,75.7,Medium
Daniel Davis,zfowler@stone.info,8,Female,79.2,48.5,73.5,Low
Dennis Sanders,frostdaniel@yahoo.com,10,Male,77.7,43.3,87.9,Medium
Danielle Johnson,longmanuel@yahoo.com,9,Male,73.6,28.4,78.2,Low
Connie Morales,ocolon@fernandez.info,10,Female,59.3,29.4,85.1,Low
Carrie Mejia,david92@hotmail.com,8,Female,79.1,25.4,94.3,Low
Derek Patterson,zsmith@aguirre.info,12,Male,72.5,25.4,88.4,Low
Daniel Wilson,zhendrix@hicks-davenport.info,8,Male,94.0,39.5,91.2,Medium
Kimberly Berger,doylemichael@reynolds-white.biz,8,Male,76.1,38.1,96.2,Medium
Nathaniel Zimmerman,lwallace@gmail.com,9,Female,78.9,43.0,73.8,Low
Victoria Spencer,freemansteven@hubbard.com,11,Female,87.7,30.5,89.8,Medium
Ryan Meadows,xschmidt@yahoo.com,8,Male,83.4,25.1,82.5,Low
Kevin Walker,kimberlyrussell@yahoo.com,8,Female,83.7,34.9,97.8,Medium
Maria Wilson,joshua12@smith-parker.com,12,Male,49.0,33.0,92.4,Low
James Dixon,bjohnson@hotmail.com,11,Female,77.2,28.0,84.8,Low
Lucas Willis,zherring@orozco.com,12,Female,74.8,33.0,92.7,Medium
Roger Phillips,alexandrasmith@hotmail.com,8,Male,52.6,41.5,94.8,Low
Taylor Adams,mcclainashley@hotmail.com,9,Female,90.1,25.6,89.9,Low
Joe Friedman,sandracraig@hotmail.com,12,Male,89.4,41.3,79.5,Medium
Mary Ryan,clarklacey@tran.biz,12,Male,56.5,30.1,75.7,Low
Jason Allen,jacqueline04@ellis-moore.net,11,Male,78.9,26.5,79.5,Low
Gregory Cooper,colleenlong@hotmail.com,11,Male,94.0,34.4,80.6,Medium
Paul Blackburn,alexandermoore@yahoo.com,9,Female,68.1,40.0,77.7,Medium
April Lee,patriciajohnson@hotmail.com,12,Female,83.3,39.7,90.6,Medium
Andrea Chapman,vphillips@gmail.com,11,Male,78.8,32.7,85.3,Medium
Rachel Lewis,cmarshall@yahoo.com,11,Female,86.2,21.9,87.1,Low
Jeffery Campos,howardrhonda@davis.com,11,Male,72.3,28.3,91.4,Low
Douglas Rodriguez,hscott@thomas.com,8,Female,41.2,35.4,85.0,Low
Crystal Blair,lallen@peters.net,8,Female,67.7,35.4,81.0,Medium
Taylor Spencer,emilybrown@tanner-parker.com,12,Male,57.9,38.6,76.3,Low
Mia Doyle,joseph31@reid-hamilton.com,12,Female,49.4,28.7,96.6,Low
Courtney Daniels,dustin51@fernandez.org,9,Female,77.3,44.1,100.0,Medium
Morgan Sanchez,smithalisha@baldwin.biz,11,Female,66.7,39.0,95.0,Medium
Anthony Bishop,shermandennis@sandoval-price.com,9,Male,58.0,36.1,94.8,Low
Meredith Anderson,lbell@morrison.com,8,Male,79.9,25.7,90.4,Low
Joshua Thomas,veronica54@gmail.com,11,Female,70.4,49.4,100.0,Medium
Gabrielle Gomez,ccunningham@fields-morgan.com,9,Male,56.5,32.0,84.2,Low
Lauren Mclaughlin,powerscarlos@yahoo.com,9,Male,71.5,30.6,78.6,Medium
Lisa Palmer,andrewtran@walker.com,12,Male,67.8,31.9,100.0,Medium
Maria Armstrong,amandamaddox@gmail.com,11,Female,72.6,33.8,76.0,Medium
Justin Ramsey,craig78@allen.com,8,Male,68.5,33.7,89.4,Medium
Gregory Schwartz,marc03@hotmail.com,12,Female,83.7,34.0,79.1,Medium
Carrie Townsend,alvarezronald@yahoo.com,9,Male,76.2,36.1,91.8,Medium
Joshua Carter,higginsjohn@lin.org,11,Male,52.5,34.8,88.4,Low
Jessica Blankenship,nicoleburch@myers-moreno.com,10,Female,74.4,39.4,79.7,Medium
Eric Reed,colleen14@gmail.com,11,Male,76.7,27.3,86.3,Low
Kelly Barrett,phillipsnancy@yahoo.com,10,Male,72.7,38.9,94.0,Medium
Jessica Franco,tdouglas@leon.info,8,Male,80.6,41.8,92.4,High
Dustin Miller,rroman@hotmail.com,8,Female,42.9,47.3,86.9,Low
Anthony Wall,harrellallison@gutierrez-riley.com,10,Female,76.1,33.5,100.0,Medium
Joseph Greene,mwalker@thomas.com,12,Male,71.8,31.4,89.4,Medium
Carrie Castillo,cochrankatherine@yahoo.com,10,Male,49.6,30.9,89.9,Low
John Neal,ecollins@yahoo.com,12,Male,51.2,37.9,86.2,Low
Christine Myers,beverly72@hotmail.com,9,Female,81.1,29.8,86.0,Low
Jeffery Price,tammyphillips@yahoo.com,11,Female,64.8,27.9,79.3,Low
Laurie Welch,umata@mccarthy.com,8,Female,53.9,37.2,94.8,Low
Rebecca Cooper,alicia44@stevenson-henry.org,11,Female,74.8,31.8,91.6,Medium
Jennifer Taylor,frederickcobb@yahoo.com,12,Male,70.8,35.1,60.0,Low
Dr. Austin Adams,larrypena@gmail.com,9,Female,76.7,35.6,84.6,Medium
Christine Howard,garrett11@green.biz,10,Male,63.7,27.9,95.6,Low
Nicole Moore,angela17@yahoo.com,10,Male,80.5,40.4,84.3,Medium
Laura Mcpherson,narmstrong@hotmail.com,9,Male,67.7,38.7,88.4,Medium
Catherine Austin,glee@yahoo.com,10,Female,40.0,28.5,71.2,Low
Kevin Ramsey,shunter@hotmail.com,8,Female,70.6,38.3,74.9,Low
Donald Garcia,richard59@hotmail.com,8,Male,86.3,31.4,82.5,Medium
Kenneth Hunt,williamstewart@hotmail.com,9,Female,65.9,36.2,76.6,Medium
Richard Barrett,thomasmelissa@martin-rose.org,10,Male,65.1,36.0,64.8,Low
William White,joseph15@gmail.com,11,Male,76.5,27.7,70.4,Low
Vincent Pennington,robert05@mitchell.biz,10,Male,59.2,31.8,82.7,Low
Jonathan Murray,charlesfrazier@smith-soto.biz,10,Female,83.8,40.2,80.0,Medium
Mark Alexander,sgreen@estes.com,9,Male,60.8,38.8,96.8,Medium
Julian Rodgers,erica52@hotmail.com,9,Male,75.6,41.5,68.3,Low
Vincent Parker,franklinstacey@casey.com,12,Female,67.2,26.1,72.4,Low
Amanda Nichols,joshua58@harrison-miller.com,11,Female,49.4,40.9,80.1,Low
Randy Patel,tiffanyshannon@hotmail.com,12,Female,42.8,37.4,79.6,Low
Adam Kent,thutchinson@king-adams.net,10,Female,54.8,27.9,84.3,Low
Chad Phillips,debbie95@yahoo.com,11,Male,69.5,42.4,78.1,Medium
Victor Cook,pguerra@rasmussen-smith.com,10,Male,62.2,36.9,74.3,Low
Paul Wilson,karenguerra@taylor.net,10,Female,67.4,44.9,81.5,Medium
Brian Bonilla,keithstein@yahoo.com,11,Male,82.6,34.0,96.9,Medium
Gabriel Williams,biancaharris@johnson-rhodes.biz,10,Male,66.3,36.7,80.4,Medium
Frank Cruz,jasonlee@silva.com,9,Female,61.3,38.0,95.9,Medium
Justin Hill,burnsashley@miller.com,11,Male,73.4,42.9,77.5,Medium
Stefanie Kim,jeffery81@larsen.org,11,Male,55.6,20.0,76.8,Low
Jimmy Alvarez,bfox@yahoo.com,8,Male,95.5,33.3,70.0,Low
Jenny Lawrence,kellerkelly@gamble.com,10,Female,48.2,34.9,100.0,Low
Andrew Wright DDS,richardsonmichael@davis.org,12,Female,46.2,33.5,84.5,Low
Andres Martin,jasmin58@hotmail.com,12,Female,56.8,32.4,97.7,Low
Matthew Rojas,ecrawford@gmail.com,12,Male,85.1,38.7,88.7,Medium
Paul Spencer,kristiescobar@gmail.com,9,Male,72.2,28.5,81.4,Low
Lauren Deleon,acohen@lopez.com,10,Female,73.0,34.8,89.1,Medium
Andrew Davis,catherine34@gmail.com,12,Male,75.3,34.9,89.9,Medium
Andrew Cain,brianswanson@walsh.org,9,Male,84.1,38.3,83.4,Medium
Steven Esparza,kimberlyrichardson@yahoo.com,11,Female,89.9,38.6,85.2,Medium
Shane Guerrero,conniepeters@wilson.net,8,Male,76.5,48.6,76.4,Medium
Cory Martinez,kent13@yahoo.com,11,Female,65.7,32.9,97.9,Medium
Joshua Fry,wellsdanny@jones.com,11,Female,80.4,40.0,87.5,Medium
Bianca Jones,dmason@hotmail.com,12,Female,65.9,30.6,76.1,Medium
Jaime Yang,bhansen@dennis-williams.biz,10,Female,67.2,32.5,65.3,Low
Daniel Williams,hurleycharles@bishop.com,8,Female,68.7,33.0,79.1,Medium
Tommy Black,michaelrichardson@yahoo.com,8,Female,50.2,30.5,89.7,Low
Gregory Mcmahon,esimon@olson.net,12,Male,55.1,39.8,73.4,Low
Casey Jennings,eric37@yahoo.com,11,Female,55.2,37.2,95.8,Low
Eric Perez,srose@stuart.com,9,Female,61.5,32.5,95.0,Medium
Lisa Finley,kdaniels@yahoo.com,8,Female,42.9,33.8,93.7,Low
Frank Lutz,shawnsmith@lawson.com,12,Female,67.7,41.4,96.3,Medium
Austin Moon,nelsondaniel@mills.biz,10,Female,88.5,39.1,87.4,Medium
Angela Lewis,kimberlychang@gmail.com,9,Male,48.3,45.7,78.4,Low
Alison Cunningham,gomezroberto@yahoo.com,11,Female,70.1,37.6,62.8,Low
Ryan Stevens,tinacosta@patton-barry.biz,11,Male,73.5,31.4,82.6,Medium
Julia Mckenzie,oboyd@rodriguez.com,12,Male,65.8,33.7,82.7,Medium
Amanda Singh,james30@yahoo.com,8,Female,81.8,34.6,89.7,Medium
Erika Schmidt,yknight@yahoo.com,10,Female,86.6,28.4,81.5,Low
Carol Pollard,hilljoy@myers-peterson.org,11,Male,65.6,30.7,80.6,Medium
Alexandra Ward,lisa05@yahoo.com,9,Female,86.7,44.0,84.8,Medium
Brandy Jenkins,christopherkrueger@ortiz-jacobson.com,12,Female,75.2,47.5,86.3,Medium
